template,count,first_seen,last_seen,sample
GC overhead limit warning: pause=786ms heap=<num>%,3,2026-06-01T11:52:58.192Z,2026-06-01T21:18:24.084Z,GC overhead limit warning: pause=786ms heap=91%
Health check response time elevated endpoint=/health latency=142ms,3,2026-06-01T11:53:00.827Z,2026-06-01T18:25:33.996Z,Health check response time elevated endpoint=/health latency=142ms
GC overhead limit warning: pause=733ms heap=<num>%,3,2026-06-01T11:56:45.916Z,2026-06-01T23:12:10.169Z,GC overhead limit warning: pause=733ms heap=88%
GC overhead limit warning: pause=224ms heap=<num>%,3,2026-06-01T12:04:17.832Z,2026-06-01T19:21:36.529Z,GC overhead limit warning: pause=224ms heap=91%
Health check response time elevated endpoint=/health latency=137ms,3,2026-06-01T12:06:43.996Z,2026-06-01T21:24:20.304Z,Health check response time elevated endpoint=/health latency=137ms
GC overhead limit warning: pause=562ms heap=<num>%,3,2026-06-01T12:07:35.010Z,2026-06-01T20:08:39.357Z,GC overhead limit warning: pause=562ms heap=90%
GC overhead limit warning: pause=300ms heap=<num>%,3,2026-06-01T12:14:03.774Z,2026-06-01T16:14:50.283Z,GC overhead limit warning: pause=300ms heap=87%
GC overhead limit warning: pause=779ms heap=<num>%,3,2026-06-01T12:29:49.161Z,2026-06-01T16:07:18.446Z,GC overhead limit warning: pause=779ms heap=95%
Slow response detected endpoint=/api/cart latency=2424ms,3,2026-06-01T12:39:51.132Z,2026-06-01T18:33:10.240Z,Slow response detected endpoint=/api/cart latency=2424ms
GC overhead limit warning: pause=242ms heap=<num>%,3,2026-06-01T12:49:08.865Z,2026-06-01T21:15:41.574Z,GC overhead limit warning: pause=242ms heap=98%
Slow response detected endpoint=/api/cart latency=2638ms,3,2026-06-01T12:56:58.865Z,2026-06-01T22:27:03.058Z,Slow response detected endpoint=/api/cart latency=2638ms
GC overhead limit warning: pause=577ms heap=<num>%,3,2026-06-01T13:05:20.297Z,2026-06-01T22:17:50.823Z,GC overhead limit warning: pause=577ms heap=92%
GC overhead limit warning: pause=513ms heap=<num>%,3,2026-06-01T13:05:43.864Z,2026-06-01T19:36:34.620Z,GC overhead limit warning: pause=513ms heap=85%
Slow response detected endpoint=/api/cart latency=2413ms,3,2026-06-01T13:11:47.913Z,2026-06-01T22:27:18.191Z,Slow response detected endpoint=/api/cart latency=2413ms
GC overhead limit warning: pause=280ms heap=<num>%,3,2026-06-01T13:21:15.642Z,2026-06-01T21:32:45.406Z,GC overhead limit warning: pause=280ms heap=96%
Slow response detected endpoint=/api/cart latency=2069ms,3,2026-06-01T13:23:27.833Z,2026-06-01T23:07:02.822Z,Slow response detected endpoint=/api/cart latency=2069ms
GC overhead limit warning: pause=325ms heap=<num>%,3,2026-06-01T13:32:32.172Z,2026-06-01T17:22:43.343Z,GC overhead limit warning: pause=325ms heap=92%
Slow response detected endpoint=/api/cart latency=2717ms,3,2026-06-01T13:34:58.254Z,2026-06-01T23:46:03.239Z,Slow response detected endpoint=/api/cart latency=2717ms
GC overhead limit warning: pause=727ms heap=<num>%,3,2026-06-01T14:00:23.608Z,2026-06-01T21:12:03.601Z,GC overhead limit warning: pause=727ms heap=95%
Slow response detected endpoint=/api/cart latency=2597ms,3,2026-06-01T14:02:13.989Z,2026-06-01T20:58:26.347Z,Slow response detected endpoint=/api/cart latency=2597ms
Slow response detected endpoint=/api/cart latency=1822ms,3,2026-06-01T14:05:02.974Z,2026-06-01T18:05:21.985Z,Slow response detected endpoint=/api/cart latency=1822ms
GC overhead limit warning: pause=518ms heap=<num>%,3,2026-06-01T14:06:07.162Z,2026-06-01T22:57:27.811Z,GC overhead limit warning: pause=518ms heap=94%
GC overhead limit warning: pause=217ms heap=<num>%,3,2026-06-01T14:07:16.960Z,2026-06-01T19:24:20.312Z,GC overhead limit warning: pause=217ms heap=85%
Slow response detected endpoint=/api/cart latency=896ms,3,2026-06-01T14:07:30.918Z,2026-06-01T20:59:04.647Z,Slow response detected endpoint=/api/cart latency=896ms
GC overhead limit warning: pause=228ms heap=<num>%,3,2026-06-01T14:08:37.609Z,2026-06-01T21:15:54.563Z,GC overhead limit warning: pause=228ms heap=86%
GC overhead limit warning: pause=409ms heap=<num>%,3,2026-06-01T14:09:52.863Z,2026-06-01T22:32:31.308Z,GC overhead limit warning: pause=409ms heap=88%
GC overhead limit warning: pause=350ms heap=<num>%,3,2026-06-01T14:13:07.228Z,2026-06-01T21:48:45.733Z,GC overhead limit warning: pause=350ms heap=87%
GC overhead limit warning: pause=453ms heap=<num>%,3,2026-06-01T14:14:12.146Z,2026-06-01T22:14:50.837Z,GC overhead limit warning: pause=453ms heap=88%
GC overhead limit warning: pause=245ms heap=<num>%,3,2026-06-01T14:14:18.507Z,2026-06-01T22:38:37.567Z,GC overhead limit warning: pause=245ms heap=98%
Slow response detected endpoint=/api/cart latency=867ms,3,2026-06-01T14:15:41.520Z,2026-06-01T20:59:30.542Z,Slow response detected endpoint=/api/cart latency=867ms
GC overhead limit warning: pause=522ms heap=<num>%,3,2026-06-01T14:16:56.171Z,2026-06-01T23:34:33.574Z,GC overhead limit warning: pause=522ms heap=86%
Slow response detected endpoint=/api/cart latency=720ms,3,2026-06-01T14:17:32.889Z,2026-06-01T21:35:46.878Z,Slow response detected endpoint=/api/cart latency=720ms
GC overhead limit warning: pause=630ms heap=<num>%,3,2026-06-01T14:18:53.855Z,2026-06-01T20:55:14.806Z,GC overhead limit warning: pause=630ms heap=87%
Slow response detected endpoint=/api/cart latency=1377ms,3,2026-06-01T14:19:13.764Z,2026-06-01T22:34:16.455Z,Slow response detected endpoint=/api/cart latency=1377ms
Slow response detected endpoint=/api/cart latency=749ms,3,2026-06-01T14:19:14.719Z,2026-06-01T16:50:48.390Z,Slow response detected endpoint=/api/cart latency=749ms
Slow response detected endpoint=/api/cart latency=990ms,3,2026-06-01T14:20:35.340Z,2026-06-01T23:44:10.394Z,Slow response detected endpoint=/api/cart latency=990ms
Slow response detected endpoint=/api/cart latency=1396ms,3,2026-06-01T14:22:37.257Z,2026-06-01T20:44:43.372Z,Slow response detected endpoint=/api/cart latency=1396ms
GC overhead limit warning: pause=223ms heap=<num>%,3,2026-06-01T14:22:50.234Z,2026-06-01T16:40:10.848Z,GC overhead limit warning: pause=223ms heap=91%
GC overhead limit warning: pause=760ms heap=<num>%,3,2026-06-01T14:24:28.457Z,2026-06-01T20:52:49.692Z,GC overhead limit warning: pause=760ms heap=85%
Slow response detected endpoint=/api/cart latency=970ms,3,2026-06-01T14:27:41.896Z,2026-06-01T22:48:16.042Z,Slow response detected endpoint=/api/cart latency=970ms
GC overhead limit warning: pause=353ms heap=<num>%,3,2026-06-01T14:30:12.955Z,2026-06-01T21:23:40.057Z,GC overhead limit warning: pause=353ms heap=90%
GC overhead limit warning: pause=459ms heap=<num>%,3,2026-06-01T14:32:03.828Z,2026-06-01T23:56:27.586Z,GC overhead limit warning: pause=459ms heap=88%
GC overhead limit warning: pause=361ms heap=<num>%,3,2026-06-01T14:32:19.707Z,2026-06-01T18:14:46.324Z,GC overhead limit warning: pause=361ms heap=89%
GC overhead limit warning: pause=646ms heap=<num>%,3,2026-06-01T14:32:50.419Z,2026-06-01T20:57:08.190Z,GC overhead limit warning: pause=646ms heap=99%
GC overhead limit warning: pause=708ms heap=<num>%,3,2026-06-01T14:36:16.936Z,2026-06-01T19:18:07.521Z,GC overhead limit warning: pause=708ms heap=96%
Slow response detected endpoint=/api/cart latency=1079ms,3,2026-06-01T14:37:30.127Z,2026-06-01T18:59:48.170Z,Slow response detected endpoint=/api/cart latency=1079ms
GC overhead limit warning: pause=398ms heap=<num>%,3,2026-06-01T14:38:46.021Z,2026-06-01T19:51:27.777Z,GC overhead limit warning: pause=398ms heap=89%
Slow response detected endpoint=/api/cart latency=2149ms,3,2026-06-01T14:39:07.615Z,2026-06-01T22:20:24.815Z,Slow response detected endpoint=/api/cart latency=2149ms
Slow response detected endpoint=/api/cart latency=2006ms,3,2026-06-01T14:45:18.980Z,2026-06-01T22:43:03.778Z,Slow response detected endpoint=/api/cart latency=2006ms
Slow response detected endpoint=/api/cart latency=1991ms,3,2026-06-01T14:47:33.165Z,2026-06-01T22:04:41.340Z,Slow response detected endpoint=/api/cart latency=1991ms
GC overhead limit warning: pause=793ms heap=<num>%,3,2026-06-01T14:47:53.358Z,2026-06-01T21:11:04.992Z,GC overhead limit warning: pause=793ms heap=96%
GC overhead limit warning: pause=680ms heap=<num>%,3,2026-06-01T14:50:28.054Z,2026-06-01T23:10:58.532Z,GC overhead limit warning: pause=680ms heap=89%
GC overhead limit warning: pause=243ms heap=<num>%,3,2026-06-01T14:51:30.996Z,2026-06-01T19:48:56.484Z,GC overhead limit warning: pause=243ms heap=97%
Health check response time elevated endpoint=/health latency=128ms,3,2026-06-01T14:54:17.602Z,2026-06-01T23:22:50.773Z,Health check response time elevated endpoint=/health latency=128ms
GC overhead limit warning: pause=697ms heap=<num>%,3,2026-06-01T14:55:07.873Z,2026-06-01T19:56:16.067Z,GC overhead limit warning: pause=697ms heap=98%
GC overhead limit warning: pause=345ms heap=<num>%,3,2026-06-01T14:55:54.837Z,2026-06-01T22:30:40.046Z,GC overhead limit warning: pause=345ms heap=90%
GC overhead limit warning: pause=548ms heap=<num>%,3,2026-06-01T14:56:13.417Z,2026-06-01T17:41:57.697Z,GC overhead limit warning: pause=548ms heap=98%
GC overhead limit warning: pause=563ms heap=<num>%,3,2026-06-01T15:00:10.144Z,2026-06-01T19:44:50.621Z,GC overhead limit warning: pause=563ms heap=97%
GC overhead limit warning: pause=745ms heap=<num>%,3,2026-06-01T15:01:19.812Z,2026-06-01T20:41:51.532Z,GC overhead limit warning: pause=745ms heap=85%
Slow response detected endpoint=/api/cart latency=2094ms,3,2026-06-01T15:02:41.077Z,2026-06-01T23:01:33.716Z,Slow response detected endpoint=/api/cart latency=2094ms
GC overhead limit warning: pause=734ms heap=<num>%,3,2026-06-01T15:03:42.160Z,2026-06-01T23:39:25.203Z,GC overhead limit warning: pause=734ms heap=99%
GC overhead limit warning: pause=457ms heap=<num>%,3,2026-06-01T15:06:00.302Z,2026-06-01T18:03:01.271Z,GC overhead limit warning: pause=457ms heap=97%
GC overhead limit warning: pause=359ms heap=<num>%,3,2026-06-01T15:13:32.545Z,2026-06-01T17:35:40.118Z,GC overhead limit warning: pause=359ms heap=88%
GC overhead limit warning: pause=265ms heap=<num>%,3,2026-06-01T15:14:01.478Z,2026-06-01T23:24:17.372Z,GC overhead limit warning: pause=265ms heap=87%
Slow response detected endpoint=/api/cart latency=2243ms,3,2026-06-01T15:15:28.524Z,2026-06-01T23:36:33.545Z,Slow response detected endpoint=/api/cart latency=2243ms
GC overhead limit warning: pause=254ms heap=<num>%,3,2026-06-01T15:16:07.307Z,2026-06-01T21:33:07.190Z,GC overhead limit warning: pause=254ms heap=95%
GC overhead limit warning: pause=342ms heap=<num>%,3,2026-06-01T15:17:25.941Z,2026-06-01T20:37:10.929Z,GC overhead limit warning: pause=342ms heap=98%
GC overhead limit warning: pause=367ms heap=<num>%,3,2026-06-01T15:19:33.806Z,2026-06-01T19:45:00.019Z,GC overhead limit warning: pause=367ms heap=94%
Slow response detected endpoint=/api/cart latency=1776ms,3,2026-06-01T15:20:57.158Z,2026-06-01T22:39:15.273Z,Slow response detected endpoint=/api/cart latency=1776ms
GC overhead limit warning: pause=724ms heap=<num>%,3,2026-06-01T15:22:49.932Z,2026-06-01T18:01:21.061Z,GC overhead limit warning: pause=724ms heap=99%
Slow response detected endpoint=/api/cart latency=744ms,3,2026-06-01T15:24:30.346Z,2026-06-01T22:59:58.513Z,Slow response detected endpoint=/api/cart latency=744ms
GC overhead limit warning: pause=647ms heap=<num>%,3,2026-06-01T15:26:07.432Z,2026-06-01T21:22:39.372Z,GC overhead limit warning: pause=647ms heap=94%
GC overhead limit warning: pause=519ms heap=<num>%,3,2026-06-01T15:26:44.826Z,2026-06-01T20:36:47.531Z,GC overhead limit warning: pause=519ms heap=96%
GC overhead limit warning: pause=514ms heap=<num>%,3,2026-06-01T15:26:51.282Z,2026-06-01T22:13:47.977Z,GC overhead limit warning: pause=514ms heap=99%
GC overhead limit warning: pause=555ms heap=<num>%,3,2026-06-01T15:33:45.355Z,2026-06-01T20:28:35.711Z,GC overhead limit warning: pause=555ms heap=92%
GC overhead limit warning: pause=719ms heap=<num>%,3,2026-06-01T15:33:54.346Z,2026-06-01T20:47:15.461Z,GC overhead limit warning: pause=719ms heap=91%
Slow response detected endpoint=/api/cart latency=2429ms,3,2026-06-01T15:34:10.939Z,2026-06-01T21:09:39.539Z,Slow response detected endpoint=/api/cart latency=2429ms
GC overhead limit warning: pause=207ms heap=<num>%,3,2026-06-01T15:39:45.755Z,2026-06-01T19:42:43.539Z,GC overhead limit warning: pause=207ms heap=93%
GC overhead limit warning: pause=539ms heap=<num>%,3,2026-06-01T15:41:47.390Z,2026-06-01T23:48:38.084Z,GC overhead limit warning: pause=539ms heap=88%
GC overhead limit warning: pause=418ms heap=<num>%,3,2026-06-01T15:43:45.875Z,2026-06-01T19:53:10.805Z,GC overhead limit warning: pause=418ms heap=97%
GC overhead limit warning: pause=800ms heap=<num>%,3,2026-06-01T15:44:12.047Z,2026-06-01T23:39:20.748Z,GC overhead limit warning: pause=800ms heap=89%
GC overhead limit warning: pause=368ms heap=<num>%,3,2026-06-01T15:44:38.355Z,2026-06-01T19:16:10.225Z,GC overhead limit warning: pause=368ms heap=93%
GC overhead limit warning: pause=524ms heap=<num>%,3,2026-06-01T15:49:00.275Z,2026-06-01T21:08:50.343Z,GC overhead limit warning: pause=524ms heap=99%
GC overhead limit warning: pause=575ms heap=<num>%,3,2026-06-01T15:51:01.798Z,2026-06-01T23:40:08.377Z,GC overhead limit warning: pause=575ms heap=90%
Slow response detected endpoint=/api/cart latency=566ms,3,2026-06-01T15:52:10.999Z,2026-06-01T20:40:37.020Z,Slow response detected endpoint=/api/cart latency=566ms
Slow response detected endpoint=/api/cart latency=2220ms,3,2026-06-01T15:53:54.029Z,2026-06-01T21:05:51.112Z,Slow response detected endpoint=/api/cart latency=2220ms
GC overhead limit warning: pause=621ms heap=<num>%,3,2026-06-01T15:55:00.803Z,2026-06-01T23:45:41.714Z,GC overhead limit warning: pause=621ms heap=99%
GC overhead limit warning: pause=277ms heap=<num>%,3,2026-06-01T16:00:53.547Z,2026-06-01T21:21:17.518Z,GC overhead limit warning: pause=277ms heap=96%
GC overhead limit warning: pause=416ms heap=<num>%,3,2026-06-01T16:03:22.299Z,2026-06-01T17:56:01.758Z,GC overhead limit warning: pause=416ms heap=86%
GC overhead limit warning: pause=512ms heap=<num>%,3,2026-06-01T16:03:28.002Z,2026-06-01T17:34:34.760Z,GC overhead limit warning: pause=512ms heap=85%
Slow response detected endpoint=/api/cart latency=1157ms,3,2026-06-01T16:11:49.565Z,2026-06-01T21:51:43.530Z,Slow response detected endpoint=/api/cart latency=1157ms
GC overhead limit warning: pause=465ms heap=<num>%,3,2026-06-01T16:15:41.654Z,2026-06-01T18:46:03.157Z,GC overhead limit warning: pause=465ms heap=85%
Slow response detected endpoint=/api/cart latency=724ms,3,2026-06-01T16:20:43.841Z,2026-06-01T20:40:21.890Z,Slow response detected endpoint=/api/cart latency=724ms
GC overhead limit warning: pause=678ms heap=<num>%,3,2026-06-01T16:23:53.199Z,2026-06-01T21:00:41.805Z,GC overhead limit warning: pause=678ms heap=96%
Slow response detected endpoint=/api/cart latency=2795ms,3,2026-06-01T16:24:28.639Z,2026-06-01T22:24:39.541Z,Slow response detected endpoint=/api/cart latency=2795ms
GC overhead limit warning: pause=587ms heap=<num>%,3,2026-06-01T16:27:55.227Z,2026-06-01T22:45:51.914Z,GC overhead limit warning: pause=587ms heap=92%
GC overhead limit warning: pause=595ms heap=<num>%,3,2026-06-01T16:28:33.103Z,2026-06-01T23:37:44.084Z,GC overhead limit warning: pause=595ms heap=98%
Slow response detected endpoint=/api/cart latency=2798ms,3,2026-06-01T16:31:03.317Z,2026-06-01T22:08:24.989Z,Slow response detected endpoint=/api/cart latency=2798ms
GC overhead limit warning: pause=412ms heap=<num>%,3,2026-06-01T16:35:15.228Z,2026-06-01T19:26:20.704Z,GC overhead limit warning: pause=412ms heap=93%
GC overhead limit warning: pause=255ms heap=<num>%,3,2026-06-01T16:35:34.217Z,2026-06-01T22:05:33.594Z,GC overhead limit warning: pause=255ms heap=89%
GC overhead limit warning: pause=334ms heap=<num>%,3,2026-06-01T16:35:54.722Z,2026-06-01T23:38:23.895Z,GC overhead limit warning: pause=334ms heap=99%
Slow response detected endpoint=/api/cart latency=2579ms,3,2026-06-01T16:46:40.619Z,2026-06-01T20:16:23.105Z,Slow response detected endpoint=/api/cart latency=2579ms
Slow response detected endpoint=/api/cart latency=1200ms,3,2026-06-01T16:52:18.439Z,2026-06-01T22:08:20.071Z,Slow response detected endpoint=/api/cart latency=1200ms
GC overhead limit warning: pause=440ms heap=<num>%,3,2026-06-01T17:05:49.624Z,2026-06-01T20:13:08.553Z,GC overhead limit warning: pause=440ms heap=86%
GC overhead limit warning: pause=746ms heap=<num>%,3,2026-06-01T17:17:57.341Z,2026-06-01T22:41:06.463Z,GC overhead limit warning: pause=746ms heap=91%
GC overhead limit warning: pause=421ms heap=<num>%,3,2026-06-01T17:21:12.560Z,2026-06-01T21:50:42.382Z,GC overhead limit warning: pause=421ms heap=88%
GC overhead limit warning: pause=650ms heap=<num>%,3,2026-06-01T17:36:17.354Z,2026-06-01T22:06:40.740Z,GC overhead limit warning: pause=650ms heap=86%
Slow response detected endpoint=/api/cart latency=1004ms,3,2026-06-01T17:39:02.273Z,2026-06-01T22:26:07.356Z,Slow response detected endpoint=/api/cart latency=1004ms
Slow response detected endpoint=/api/cart latency=2266ms,3,2026-06-01T17:40:28.137Z,2026-06-01T19:38:41.883Z,Slow response detected endpoint=/api/cart latency=2266ms
Slow response detected endpoint=/api/cart latency=2764ms,3,2026-06-01T17:43:28.504Z,2026-06-01T23:46:16.190Z,Slow response detected endpoint=/api/cart latency=2764ms
GC overhead limit warning: pause=362ms heap=<num>%,3,2026-06-01T17:45:47.458Z,2026-06-01T23:03:02.502Z,GC overhead limit warning: pause=362ms heap=92%
GC overhead limit warning: pause=376ms heap=<num>%,3,2026-06-01T17:46:19.856Z,2026-06-01T23:08:10.380Z,GC overhead limit warning: pause=376ms heap=97%
Slow response detected endpoint=/api/cart latency=1300ms,3,2026-06-01T17:46:24.007Z,2026-06-01T20:53:40.038Z,Slow response detected endpoint=/api/cart latency=1300ms
GC overhead limit warning: pause=720ms heap=<num>%,3,2026-06-01T17:59:56.296Z,2026-06-01T19:34:49.158Z,GC overhead limit warning: pause=720ms heap=98%
GC overhead limit warning: pause=351ms heap=<num>%,3,2026-06-01T18:05:30.272Z,2026-06-01T23:09:25.344Z,GC overhead limit warning: pause=351ms heap=96%
Slow response detected endpoint=/api/cart latency=2399ms,3,2026-06-01T18:07:09.764Z,2026-06-01T22:51:41.853Z,Slow response detected endpoint=/api/cart latency=2399ms
GC overhead limit warning: pause=226ms heap=<num>%,3,2026-06-01T18:12:35.504Z,2026-06-01T23:24:33.322Z,GC overhead limit warning: pause=226ms heap=99%
